,jeju_solar,jeju_wind,land_solar,land_wind
5764,0,27.7962019,3.09752152,1670.600977
5765,0.002609396,43.91649263,1.181294854,1731.908667
5766,0.207446975,94.45694169,46.9129627,1604.653853
5767,8.694200347,77.02933577,401.8924786,1670.122192
5768,15.51368241,12.64187499,955.8537947,1280.170996
5769,16.06068532,5.775162666,1419.143808,1165.375474
5770,20.31580844,6.731633413,1404.540293,1064.317488
5771,26.35771264,18.374862,1407.996249,1238.11427
5772,51.99701767,25.18306342,1288.459962,1417.863956
5773,82.6542021,164.1347433,1362.857794,2721.265414
5774,90.97129222,96.06739686,1460.319782,3010.835519
5775,87.79420066,41.45012919,1372.543556,3501.206838
5776,42.78697237,34.47583067,1506.310603,3407.511152
5777,46.52370471,58.66827308,1231.53386,3954.410972
5778,12.19296076,77.65808198,926.1121126,4276.265141
5779,2.233465991,35.47868949,450.7264746,3809.84204
5780,0.098184049,30.53089837,190.9240318,3640.774216
5781,0.082483447,24.57139084,39.34646279,4940.718509
5782,0,44.33547722,5.154135935,5243.534402
5783,0,36.4390761,2.631306638,4594.508044
5784,0,39.20077201,8.585775631,4568.677021
5785,0,66.68160217,1.658706534,5110.634226
5786,0,78.17459076,0.462220248,5835.33389
5787,0,129.7122548,0.462220248,5689.064778
5788,0,153.4490446,1.906846742,5739.737487
5789,0.005832442,95.04814227,0.856920599,5568.782295
5790,9.526531302,104.3521457,146.6471917,5077.423775
5791,83.66572447,136.9251664,1162.544442,5413.255389
5792,207.6705288,81.07816538,2900.476075,5639.271006
5793,298.0986354,28.73102649,4350.447608,5720.473805
5794,331.1461813,29.44250198,4023.21526,5520.303251
5795,418.6270416,60.2079281,4478.889777,5511.079112
5796,482.7734619,126.1423793,4570.298861,5774.534386
5797,453.8829823,199.1838748,4405.278676,7438.413492
5798,436.5237604,180.0722113,4185.353855,7332.216349
5799,359.759877,138.3540941,3821.599761,6666.413153
5800,223.0273821,121.8894047,3071.324432,5902.274683
5801,107.7900927,116.2074872,2026.772397,4863.829186
5802,28.76337941,108.9130174,1378.629552,4356.745469
5803,13.52032784,123.0280354,1353.971338,3984.610263
5804,9.497991034,128.7194066,1196.721301,4152.323666
5805,3.554373159,66.61952041,764.0557531,4582.480257
5806,2.095477597,45.05471482,309.4337759,4515.566115
5807,0,54.63631132,77.84152405,4733.994086
5808,0,60.86048417,24.70860474,5260.745371
5809,0,54.19234877,11.37338322,5425.431302
5810,0,72.9730618,6.427229599,5911.242079
5811,0,79.55732402,3.163650761,5440.939725
5812,0,75.70777643,3.234235077,5077.988152
5813,0.006346582,48.4830415,3.518874544,4719.026092
5814,10.17880841,40.10899965,156.844348,4519.033156
5815,86.58359852,34.26265856,1111.47211,4237.268868
5816,173.4481411,14.56391616,2553.478377,3654.758911
5817,326.783932,6.783495821,3775.340583,3074.399378
5818,416.3126595,0.462361627,3629.148609,2617.809585
5819,429.5859737,0.874803645,4007.80883,2342.620517
5820,441.7481027,3.226980817,4191.262018,1582.601883
5821,410.6850107,44.35882105,4202.643176,1921.076423
5822,361.4972758,41.79268194,4199.591304,1847.117507
5823,263.7675294,4.197756244,3885.840877,1842.98506
5824,199.0148087,2.202327557,2855.884801,1106.608361
5825,107.5524719,0.680227317,1799.336904,877.6530435
5826,31.75798186,0.266363003,1379.27281,842.0011241
5827,13.45553521,13.56617458,1340.636014,1277.582985
5828,8.897542499,0,1163.489192,1357.289029
5829,3.32522176,0,762.8947581,1187.74328
5830,2.112726146,0,298.7584115,1296.961567
5831,0,0,70.82758722,1054.084934
5832,0,0,20.17995884,814.4683234
5833,0,0.127098911,12.69163741,745.9893313
5834,0,0.4836628,5.998658856,502.7390434
5835,0,0.381296732,2.413991069,266.3844979
5836,0,0.002905118,3.103370361,142.6627773
5837,0.003952793,0.045029328,3.283287567,52.53417956
5838,4.04263702,0.144348048,130.3184305,21.8341213
5839,22.92651734,0,812.0555208,15.30926887
5840,62.37891116,0.00054471,1950.763853,15.97157129
5841,89.71599587,0.002723548,2775.896391,14.72180496
5842,88.84255864,0.001634129,2459.137336,20.50976223
5843,71.65095173,0.177212195,2447.93687,16.22711594
5844,92.18983588,3.813387955,2207.65338,43.53063927
5845,85.48243621,1.748069998,2025.597906,656.9695786
5846,68.81116883,0.249970269,1734.598857,581.6820942
5847,73.4128551,3.129084394,1402.127553,257.0029402
5848,30.75513905,15.16685826,1270.755998,121.3428789
5849,16.26668939,35.98116596,1088.375866,147.0694171
5850,3.778598771,47.76684519,1014.688003,222.9718614
5851,2.37495385,25.22125362,828.1550261,132.6353994
5852,0.626255018,37.14326156,545.6972329,259.1519054
5853,0.114990328,36.48596047,196.0663643,372.2124403
5854,0,47.18877513,63.73544079,615.197967
5855,0,32.60217182,26.90024028,845.602359
5856,0,63.74964819,8.801846766,860.123335
5857,0,67.20494101,0.629522,1048.585532
5858,0,44.65069159,0.30401531,1139.953881
5859,0,34.12997638,0,1222.387214
5860,0,54.40688265,2.296603578,992.1603028
5861,0.002885815,93.34787054,0.105244923,608.1954968
5862,0.16523502,183.0608121,54.80752661,397.1517763
5863,8.198810404,264.9889817,453.5405918,420.1762017
5864,24.16633974,266.9136466,1122.72175,352.0318631
5865,127.4258744,172.4818372,1790.031052,341.6305692
5866,136.1666845,58.3590838,1784.476022,305.0708488
5867,126.0033086,40.59883885,1907.914342,308.7648484
5868,116.9272657,59.19712862,2043.866996,185.9936936
